scenario,run,epoch,total_reward,alpha,beta,r_search,r_wait
40,0,8,4080.0,0.8,0.6,5,2
40,0,9,4161.0,0.8,0.6,5,2
40,0,10,4208.0,0.8,0.6,5,2
40,1,1,2039.0,0.8,0.6,5,2
40,1,2,4093.0,0.8,0.6,5,2
40,1,3,4083.0,0.8,0.6,5,2
40,1,4,4069.0,0.8,0.6,5,2
40,1,5,4082.0,0.8,0.6,5,2
40,1,6,4112.0,0.8,0.6,5,2
40,1,7,4161.0,0.8,0.6,5,2
40,1,8,4037.0,0.8,0.6,5,2
40,1,9,4112.0,0.8,0.6,5,2
40,1,10,4080.0,0.8,0.6,5,2
40,2,1,2051.0,0.8,0.6,5,2
40,2,2,4093.0,0.8,0.6,5,2
40,2,3,4104.0,0.8,0.6,5,2
40,2,4,4077.0,0.8,0.6,5,2
40,2,5,4108.0,0.8,0.6,5,2
40,2,6,4046.0,0.8,0.6,5,2
40,2,7,4179.0,0.8,0.6,5,2
40,2,8,4066.0,0.8,0.6,5,2
40,2,9,4108.0,0.8,0.6,5,2
40,2,10,4153.0,0.8,0.6,5,2
41,0,1,2037.0,0.8,0.7,5,2
41,0,2,2065.0,0.8,0.7,5,2
41,0,3,2052.0,0.8,0.7,5,2
41,0,4,4145.0,0.8,0.7,5,2
41,0,5,4117.0,0.8,0.7,5,2
41,0,6,4101.0,0.8,0.7,5,2
41,0,7,4097.0,0.8,0.7,5,2
41,0,8,4117.0,0.8,0.7,5,2
41,0,9,3970.0,0.8,0.7,5,2
41,0,10,4137.0,0.8,0.7,5,2
41,1,1,2054.0,0.8,0.7,5,2
41,1,2,2056.0,0.8,0.7,5,2
41,1,3,4079.0,0.8,0.7,5,2
41,1,4,4136.0,0.8,0.7,5,2
41,1,5,4068.0,0.8,0.7,5,2
41,1,6,4076.0,0.8,0.7,5,2
41,1,7,4110.0,0.8,0.7,5,2
41,1,8,4190.0,0.8,0.7,5,2
41,1,9,4160.0,0.8,0.7,5,2
41,1,10,4120.0,0.8,0.7,5,2
41,2,1,2071.0,0.8,0.7,5,2
41,2,2,3919.0,0.8,0.7,5,2
41,2,3,4064.0,0.8,0.7,5,2
41,2,4,4117.0,0.8,0.7,5,2
41,2,5,4091.0,0.8,0.7,5,2
41,2,6,3919.0,0.8,0.7,5,2
41,2,7,4134.0,0.8,0.7,5,2
41,2,8,4000.0,0.8,0.7,5,2
41,2,9,4114.0,0.8,0.7,5,2
41,2,10,4090.0,0.8,0.7,5,2
42,0,1,2048.0,0.9,0.5,5,2
42,0,2,4475.0,0.9,0.5,5,2
42,0,3,4531.0,0.9,0.5,5,2
42,0,4,4457.0,0.9,0.5,5,2
42,0,5,4440.0,0.9,0.5,5,2
42,0,6,4462.0,0.9,0.5,5,2
42,0,7,4416.0,0.9,0.5,5,2
42,0,8,4497.0,0.9,0.5,5,2
42,0,9,4516.0,0.9,0.5,5,2
42,0,10,4419.0,0.9,0.5,5,2
42,1,1,2059.0,0.9,0.5,5,2
42,1,2,2089.0,0.9,0.5,5,2
42,1,3,4533.0,0.9,0.5,5,2
42,1,4,4475.0,0.9,0.5,5,2
42,1,5,4417.0,0.9,0.5,5,2
42,1,6,4534.0,0.9,0.5,5,2
42,1,7,4519.0,0.9,0.5,5,2
42,1,8,4543.0,0.9,0.5,5,2
42,1,9,4496.0,0.9,0.5,5,2
42,1,10,4554.0,0.9,0.5,5,2
42,2,1,2080.0,0.9,0.5,5,2
42,2,2,4484.0,0.9,0.5,5,2
42,2,3,4484.0,0.9,0.5,5,2
42,2,4,4398.0,0.9,0.5,5,2
42,2,5,4502.0,0.9,0.5,5,2
42,2,6,4468.0,0.9,0.5,5,2
42,2,7,4554.0,0.9,0.5,5,2
42,2,8,4528.0,0.9,0.5,5,2
42,2,9,4463.0,0.9,0.5,5,2
42,2,10,4473.0,0.9,0.5,5,2
43,0,1,2074.0,0.9,0.6,5,2
43,0,2,4567.0,0.9,0.6,5,2
43,0,3,4530.0,0.9,0.6,5,2
43,0,4,4471.0,0.9,0.6,5,2
43,0,5,4527.0,0.9,0.6,5,2
43,0,6,4434.0,0.9,0.6,5,2
43,0,7,4514.0,0.9,0.6,5,2
43,0,8,4388.0,0.9,0.6,5,2
43,0,9,4512.0,0.9,0.6,5,2
43,0,10,4499.0,0.9,0.6,5,2
43,1,1,2057.0,0.9,0.6,5,2
43,1,2,4428.0,0.9,0.6,5,2
43,1,3,4509.0,0.9,0.6,5,2
43,1,4,4462.0,0.9,0.6,5,2
43,1,5,4534.0,0.9,0.6,5,2
43,1,6,4435.0,0.9,0.6,5,2
43,1,7,4499.0,0.9,0.6,5,2
43,1,8,4426.0,0.9,0.6,5,2
43,1,9,4434.0,0.9,0.6,5,2
43,1,10,4459.0,0.9,0.6,5,2
43,2,1,2073.0,0.9,0.6,5,2
43,2,2,2063.0,0.9,0.6,5,2
43,2,3,2073.0,0.9,0.6,5,2
43,2,4,2086.0,0.9,0.6,5,2
43,2,5,4490.0,0.9,0.6,5,2
43,2,6,4498.0,0.9,0.6,5,2
43,2,7,4421.0,0.9,0.6,5,2
43,2,8,4504.0,0.9,0.6,5,2
43,2,9,4399.0,0.9,0.6,5,2
43,2,10,4470.0,0.9,0.6,5,2
44,0,1,2069.0,0.9,0.7,5,2
44,0,2,4478.0,0.9,0.7,5,2
44,0,3,4501.0,0.9,0.7,5,2
44,0,4,4488.0,0.9,0.7,5,2
44,0,5,4463.0,0.9,0.7,5,2
44,0,6,4465.0,0.9,0.7,5,2
44,0,7,4488.0,0.9,0.7,5,2
44,0,8,4531.0,0.9,0.7,5,2
44,0,9,4327.0,0.9,0.7,5,2
44,0,10,4514.0,0.9,0.7,5,2
44,1,1,2065.0,0.9,0.7,5,2
44,1,2,4492.0,0.9,0.7,5,2
44,1,3,4439.0,0.9,0.7,5,2
44,1,4,4497.0,0.9,0.7,5,2
44,1,5,4615.0,0.9,0.7,5,2
44,1,6,4512.0,0.9,0.7,5,2
44,1,7,4518.0,0.9,0.7,5,2
44,1,8,4485.0,0.9,0.7,5,2
44,1,9,4498.0,0.9,0.7,5,2
44,1,10,4517.0,0.9,0.7,5,2
44,2,1,2060.0,0.9,0.7,5,2
44,2,2,2051.0,0.9,0.7,5,2
44,2,3,2074.0,0.9,0.7,5,2
44,2,4,2076.0,0.9,0.7,5,2
44,2,5,4508.0,0.9,0.7,5,2
44,2,6,4470.0,0.9,0.7,5,2
44,2,7,4361.0,0.9,0.7,5,2
44,2,8,4523.0,0.9,0.7,5,2
44,2,9,4523.0,0.9,0.7,5,2
44,2,10,4507.0,0.9,0.7,5,2
45,0,1,3022.0,0.7,0.5,5,3
45,0,2,3022.0,0.7,0.5,5,3
45,0,3,3032.0,0.7,0.5,5,3
45,0,4,3034.0,0.7,0.5,5,3
45,0,5,3782.0,0.7,0.5,5,3
45,0,6,3808.0,0.7,0.5,5,3
45,0,7,3908.0,0.7,0.5,5,3
45,0,8,3853.0,0.7,0.5,5,3
45,0,9,3856.0,0.7,0.5,5,3
45,0,10,3802.0,0.7,0.5,5,3
45,1,1,3011.0,0.7,0.5,5,3
45,1,2,3036.0,0.7,0.5,5,3
45,1,3,3023.0,0.7,0.5,5,3
45,1,4,3017.0,0.7,0.5,5,3
45,1,5,3015.0,0.7,0.5,5,3
45,1,6,3844.0,0.7,0.5,5,3
45,1,7,3075.0,0.7,0.5,5,3
45,1,8,3854.0,0.7,0.5,5,3
45,1,9,3802.0,0.7,0.5,5,3
45,1,10,3870.0,0.7,0.5,5,3
45,2,1,3014.0,0.7,0.5,5,3
45,2,2,3036.0,0.7,0.5,5,3
45,2,3,3037.0,0.7,0.5,5,3
45,2,4,3820.0,0.7,0.5,5,3
45,2,5,3775.0,0.7,0.5,5,3
45,2,6,3800.0,0.7,0.5,5,3
45,2,7,3867.0,0.7,0.5,5,3
45,2,8,3814.0,0.7,0.5,5,3
45,2,9,3822.0,0.7,0.5,5,3
45,2,10,3781.0,0.7,0.5,5,3
46,0,1,3044.0,0.7,0.6,5,3
46,0,2,3029.0,0.7,0.6,5,3
46,0,3,3023.0,0.7,0.6,5,3
46,0,4,3010.0,0.7,0.6,5,3
46,0,5,3921.0,0.7,0.6,5,3
46,0,6,3871.0,0.7,0.6,5,3
46,0,7,3842.0,0.7,0.6,5,3
46,0,8,3787.0,0.7,0.6,5,3
46,0,9,3810.0,0.7,0.6,5,3
46,0,10,3855.0,0.7,0.6,5,3
46,1,1,3029.0,0.7,0.6,5,3
46,1,2,3856.0,0.7,0.6,5,3
46,1,3,3777.0,0.7,0.6,5,3
46,1,4,3786.0,0.7,0.6,5,3
46,1,5,3804.0,0.7,0.6,5,3
46,1,6,3773.0,0.7,0.6,5,3
46,1,7,3750.0,0.7,0.6,5,3
46,1,8,3784.0,0.7,0.6,5,3
46,1,9,3762.0,0.7,0.6,5,3
46,1,10,3862.0,0.7,0.6,5,3
46,2,1,3026.0,0.7,0.6,5,3
46,2,2,3037.0,0.7,0.6,5,3
46,2,3,3019.0,0.7,0.6,5,3
46,2,4,3028.0,0.7,0.6,5,3
46,2,5,3808.0,0.7,0.6,5,3
46,2,6,3914.0,0.7,0.6,5,3
46,2,7,3835.0,0.7,0.6,5,3
46,2,8,3807.0,0.7,0.6,5,3
46,2,9,3817.0,0.7,0.6,5,3
46,2,10,3872.0,0.7,0.6,5,3
47,0,1,3014.0,0.7,0.7,5,3
47,0,2,3974.0,0.7,0.7,5,3
47,0,3,3818.0,0.7,0.7,5,3
47,0,4,3828.0,0.7,0.7,5,3
47,0,5,3760.0,0.7,0.7,5,3
47,0,6,3696.0,0.7,0.7,5,3
47,0,7,3781.0,0.7,0.7,5,3
47,0,8,3832.0,0.7,0.7,5,3
47,0,9,3695.0,0.7,0.7,5,3
47,0,10,3872.0,0.7,0.7,5,3
47,1,1,3025.0,0.7,0.7,5,3
47,1,2,3023.0,0.7,0.7,5,3
47,1,3,3042.0,0.7,0.7,5,3
47,1,4,3031.0,0.7,0.7,5,3
47,1,5,3786.0,0.7,0.7,5,3
47,1,6,3781.0,0.7,0.7,5,3
47,1,7,3892.0,0.7,0.7,5,3
47,1,8,3855.0,0.7,0.7,5,3
47,1,9,3732.0,0.7,0.7,5,3
47,1,10,3781.0,0.7,0.7,5,3
47,2,1,3020.0,0.7,0.7,5,3
47,2,2,3027.0,0.7,0.7,5,3
47,2,3,3038.0,0.7,0.7,5,3
47,2,4,3030.0,0.7,0.7,5,3
47,2,5,3024.0,0.7,0.7,5,3
47,2,6,3748.0,0.7,0.7,5,3
47,2,7,3784.0,0.7,0.7,5,3
47,2,8,3895.0,0.7,0.7,5,3
47,2,9,3826.0,0.7,0.7,5,3
47,2,10,3886.0,0.7,0.7,5,3
48,0,1,3040.0,0.8,0.5,5,3
48,0,2,3046.0,0.8,0.5,5,3
48,0,3,3030.0,0.8,0.5,5,3
48,0,4,3052.0,0.8,0.5,5,3
48,0,5,3037.0,0.8,0.5,5,3
48,0,6,3026.0,0.8,0.5,5,3
48,0,7,4181.0,0.8,0.5,5,3
48,0,8,4103.0,0.8,0.5,5,3
48,0,9,4067.0,0.8,0.5,5,3
48,0,10,4044.0,0.8,0.5,5,3
48,1,1,3041.0,0.8,0.5,5,3
48,1,2,3030.0,0.8,0.5,5,3
48,1,3,3037.0,0.8,0.5,5,3
48,1,4,3029.0,0.8,0.5,5,3
48,1,5,3047.0,0.8,0.5,5,3
48,1,6,3027.0,0.8,0.5,5,3
48,1,7,4124.0,0.8,0.5,5,3
48,1,8,4166.0,0.8,0.5,5,3
48,1,9,4109.0,0.8,0.5,5,3
48,1,10,4191.0,0.8,0.5,5,3
48,2,1,3028.0,0.8,0.5,5,3
48,2,2,3042.0,0.8,0.5,5,3
48,2,3,3041.0,0.8,0.5,5,3
48,2,4,3036.0,0.8,0.5,5,3
48,2,5,3025.0,0.8,0.5,5,3
48,2,6,4108.0,0.8,0.5,5,3
48,2,7,4144.0,0.8,0.5,5,3
48,2,8,4070.0,0.8,0.5,5,3
48,2,9,4044.0,0.8,0.5,5,3
48,2,10,4200.0,0.8,0.5,5,3
49,0,1,3048.0,0.8,0.6,5,3
49,0,2,3042.0,0.8,0.6,5,3
49,0,3,3027.0,0.8,0.6,5,3
49,0,4,3043.0,0.8,0.6,5,3
49,0,5,4114.0,0.8,0.6,5,3
49,0,6,4150.0,0.8,0.6,5,3
49,0,7,4163.0,0.8,0.6,5,3
49,0,8,4068.0,0.8,0.6,5,3
49,0,9,4004.0,0.8,0.6,5,3
49,0,10,4065.0,0.8,0.6,5,3
49,1,1,3024.0,0.8,0.6,5,3
49,1,2,3047.0,0.8,0.6,5,3
49,1,3,3025.0,0.8,0.6,5,3
49,1,4,4100.0,0.8,0.6,5,3
49,1,5,4125.0,0.8,0.6,5,3
49,1,6,4041.0,0.8,0.6,5,3
49,1,7,4166.0,0.8,0.6,5,3
49,1,8,4089.0,0.8,0.6,5,3
49,1,9,4171.0,0.8,0.6,5,3
49,1,10,4153.0,0.8,0.6,5,3
49,2,1,3037.0,0.8,0.6,5,3
49,2,2,3031.0,0.8,0.6,5,3
49,2,3,3046.0,0.8,0.6,5,3
49,2,4,3028.0,0.8,0.6,5,3
49,2,5,3054.0,0.8,0.6,5,3
49,2,6,3023.0,0.8,0.6,5,3
49,2,7,4120.0,0.8,0.6,5,3
49,2,8,4103.0,0.8,0.6,5,3
49,2,9,4103.0,0.8,0.6,5,3
49,2,10,4151.0,0.8,0.6,5,3
50,0,1,3040.0,0.8,0.7,5,3
50,0,2,3038.0,0.8,0.7,5,3
50,0,3,3037.0,0.8,0.7,5,3
50,0,4,3043.0,0.8,0.7,5,3
50,0,5,4138.0,0.8,0.7,5,3
50,0,6,4161.0,0.8,0.7,5,3
50,0,7,4155.0,0.8,0.7,5,3
50,0,8,3942.0,0.8,0.7,5,3
50,0,9,4115.0,0.8,0.7,5,3
50,0,10,3979.0,0.8,0.7,5,3
50,1,1,3030.0,0.8,0.7,5,3
50,1,2,4261.0,0.8,0.7,5,3
50,1,3,4145.0,0.8,0.7,5,3
50,1,4,4158.0,0.8,0.7,5,3
50,1,5,4150.0,0.8,0.7,5,3
50,1,6,4012.0,0.8,0.7,5,3
50,1,7,4032.0,0.8,0.7,5,3
50,1,8,4140.0,0.8,0.7,5,3
50,1,9,4062.0,0.8,0.7,5,3
50,1,10,4105.0,0.8,0.7,5,3
50,2,1,3030.0,0.8,0.7,5,3
50,2,2,3056.0,0.8,0.7,5,3
50,2,3,3046.0,0.8,0.7,5,3
50,2,4,3038.0,0.8,0.7,5,3
50,2,5,4102.0,0.8,0.7,5,3
50,2,6,4150.0,0.8,0.7,5,3
50,2,7,3949.0,0.8,0.7,5,3
50,2,8,4211.0,0.8,0.7,5,3
50,2,9,4156.0,0.8,0.7,5,3
50,2,10,4121.0,0.8,0.7,5,3
51,0,1,3026.0,0.9,0.5,5,3
51,0,2,3038.0,0.9,0.5,5,3
51,0,3,3042.0,0.9,0.5,5,3
51,0,4,3040.0,0.9,0.5,5,3
51,0,5,3042.0,0.9,0.5,5,3
51,0,6,4544.0,0.9,0.5,5,3
51,0,7,4515.0,0.9,0.5,5,3
51,0,8,4485.0,0.9,0.5,5,3
51,0,9,4456.0,0.9,0.5,5,3
51,0,10,4535.0,0.9,0.5,5,3
51,1,1,3038.0,0.9,0.5,5,3
51,1,2,3037.0,0.9,0.5,5,3
51,1,3,3054.0,0.9,0.5,5,3
51,1,4,4554.0,0.9,0.5,5,3
51,1,5,4518.0,0.9,0.5,5,3
51,1,6,4438.0,0.9,0.5,5,3
51,1,7,4492.0,0.9,0.5,5,3
51,1,8,4543.0,0.9,0.5,5,3
51,1,9,4510.0,0.9,0.5,5,3
51,1,10,4496.0,0.9,0.5,5,3
51,2,1,3044.0,0.9,0.5,5,3
51,2,2,4514.0,0.9,0.5,5,3
51,2,3,4464.0,0.9,0.5,5,3
51,2,4,4462.0,0.9,0.5,5,3
51,2,5,4467.0,0.9,0.5,5,3
51,2,6,4498.0,0.9,0.5,5,3
51,2,7,4505.0,0.9,0.5,5,3
51,2,8,4607.0,0.9,0.5,5,3
51,2,9,4536.0,0.9,0.5,5,3
51,2,10,4513.0,0.9,0.5,5,3
52,0,1,3034.0,0.9,0.6,5,3
52,0,2,3053.0,0.9,0.6,5,3
52,0,3,3055.0,0.9,0.6,5,3
52,0,4,3050.0,0.9,0.6,5,3
52,0,5,4487.0,0.9,0.6,5,3
52,0,6,4518.0,0.9,0.6,5,3
52,0,7,4438.0,0.9,0.6,5,3
52,0,8,4470.0,0.9,0.6,5,3
52,0,9,4493.0,0.9,0.6,5,3
52,0,10,4451.0,0.9,0.6,5,3
52,1,1,3036.0,0.9,0.6,5,3
52,1,2,3043.0,0.9,0.6,5,3
52,1,3,3041.0,0.9,0.6,5,3
52,1,4,3038.0,0.9,0.6,5,3
52,1,5,4518.0,0.9,0.6,5,3
52,1,6,4543.0,0.9,0.6,5,3
52,1,7,4454.0,0.9,0.6,5,3
52,1,8,4527.0,0.9,0.6,5,3
52,1,9,4532.0,0.9,0.6,5,3
52,1,10,4561.0,0.9,0.6,5,3
52,2,1,3036.0,0.9,0.6,5,3
52,2,2,3047.0,0.9,0.6,5,3
52,2,3,3042.0,0.9,0.6,5,3
52,2,4,3048.0,0.9,0.6,5,3
52,2,5,3036.0,0.9,0.6,5,3
52,2,6,3058.0,0.9,0.6,5,3
52,2,7,4518.0,0.9,0.6,5,3
52,2,8,4454.0,0.9,0.6,5,3
52,2,9,4477.0,0.9,0.6,5,3
52,2,10,4507.0,0.9,0.6,5,3
53,0,1,3040.0,0.9,0.7,5,3
53,0,2,4549.0,0.9,0.7,5,3
53,0,3,4520.0,0.9,0.7,5,3
53,0,4,4538.0,0.9,0.7,5,3
53,0,5,4591.0,0.9,0.7,5,3
53,0,6,4514.0,0.9,0.7,5,3
53,0,7,4477.0,0.9,0.7,5,3
53,0,8,4529.0,0.9,0.7,5,3
53,0,9,4450.0,0.9,0.7,5,3
53,0,10,4490.0,0.9,0.7,5,3
53,1,1,3047.0,0.9,0.7,5,3
53,1,2,3038.0,0.9,0.7,5,3
53,1,3,3039.0,0.9,0.7,5,3
53,1,4,4570.0,0.9,0.7,5,3
53,1,5,4562.0,0.9,0.7,5,3
53,1,6,4532.0,0.9,0.7,5,3
53,1,7,4512.0,0.9,0.7,5,3
53,1,8,4298.0,0.9,0.7,5,3
53,1,9,4513.0,0.9,0.7,5,3
53,1,10,4441.0,0.9,0.7,5,3
53,2,1,3025.0,0.9,0.7,5,3
53,2,2,4544.0,0.9,0.7,5,3
53,2,3,4516.0,0.9,0.7,5,3
53,2,4,4529.0,0.9,0.7,5,3
53,2,5,4491.0,0.9,0.7,5,3
53,2,6,4535.0,0.9,0.7,5,3
53,2,7,4535.0,0.9,0.7,5,3
53,2,8,4491.0,0.9,0.7,5,3
53,2,9,4498.0,0.9,0.7,5,3
53,2,10,4330.0,0.9,0.7,5,3
54,0,1,1120.0,0.7,0.5,6,1
54,0,2,4443.0,0.7,0.5,6,1
54,0,3,4638.0,0.7,0.5,6,1
54,0,4,4604.0,0.7,0.5,6,1
54,0,5,4424.0,0.7,0.5,6,1
54,0,6,4560.0,0.7,0.5,6,1
54,0,7,4466.0,0.7,0.5,6,1
54,0,8,4616.0,0.7,0.5,6,1
54,0,9,4434.0,0.7,0.5,6,1
54,0,10,4496.0,0.7,0.5,6,1
54,1,1,1114.0,0.7,0.5,6,1
54,1,2,4519.0,0.7,0.5,6,1
54,1,3,4504.0,0.7,0.5,6,1
54,1,4,4556.0,0.7,0.5,6,1
54,1,5,4438.0,0.7,0.5,6,1
54,1,6,4491.0,0.7,0.5,6,1
54,1,7,4518.0,0.7,0.5,6,1
54,1,8,4570.0,0.7,0.5,6,1
54,1,9,4661.0,0.7,0.5,6,1
54,1,10,4650.0,0.7,0.5,6,1
54,2,1,1103.0,0.7,0.5,6,1
54,2,2,4514.0,0.7,0.5,6,1
54,2,3,4548.0,0.7,0.5,6,1
54,2,4,4500.0,0.7,0.5,6,1
54,2,5,4488.0,0.7,0.5,6,1
54,2,6,4498.0,0.7,0.5,6,1
54,2,7,4550.0,0.7,0.5,6,1
54,2,8,4513.0,0.7,0.5,6,1
54,2,9,4466.0,0.7,0.5,6,1
54,2,10,4538.0,0.7,0.5,6,1
55,0,1,1090.0,0.7,0.6,6,1
55,0,2,4554.0,0.7,0.6,6,1
55,0,3,4385.0,0.7,0.6,6,1
55,0,4,4583.0,0.7,0.6,6,1
55,0,5,4493.0,0.7,0.6,6,1
55,0,6,4636.0,0.7,0.6,6,1
55,0,7,4603.0,0.7,0.6,6,1
55,0,8,4573.0,0.7,0.6,6,1
55,0,9,4450.0,0.7,0.6,6,1
55,0,10,4495.0,0.7,0.6,6,1
55,1,1,1132.0,0.7,0.6,6,1
55,1,2,4223.0,0.7,0.6,6,1
55,1,3,4531.0,0.7,0.6,6,1
55,1,4,4491.0,0.7,0.6,6,1
55,1,5,4611.0,0.7,0.6,6,1
55,1,6,4486.0,0.7,0.6,6,1
55,1,7,4549.0,0.7,0.6,6,1
55,1,8,4544.0,0.7,0.6,6,1
55,1,9,4529.0,0.7,0.6,6,1
55,1,10,4561.0,0.7,0.6,6,1
55,2,1,1095.0,0.7,0.6,6,1
55,2,2,4473.0,0.7,0.6,6,1
55,2,3,4532.0,0.7,0.6,6,1
55,2,4,4467.0,0.7,0.6,6,1
55,2,5,4499.0,0.7,0.6,6,1
55,2,6,4471.0,0.7,0.6,6,1
55,2,7,4604.0,0.7,0.6,6,1
55,2,8,4547.0,0.7,0.6,6,1
55,2,9,4617.0,0.7,0.6,6,1
55,2,10,4482.0,0.7,0.6,6,1
56,0,1,1139.0,0.7,0.7,6,1
56,0,2,4625.0,0.7,0.7,6,1
56,0,3,4519.0,0.7,0.7,6,1
56,0,4,4614.0,0.7,0.7,6,1
56,0,5,4459.0,0.7,0.7,6,1
56,0,6,4547.0,0.7,0.7,6,1
56,0,7,4578.0,0.7,0.7,6,1
56,0,8,4530.0,0.7,0.7,6,1
56,0,9,4565.0,0.7,0.7,6,1
56,0,10,4520.0,0.7,0.7,6,1
56,1,1,1122.0,0.7,0.7,6,1
56,1,2,4558.0,0.7,0.7,6,1
56,1,3,4604.0,0.7,0.7,6,1
56,1,4,4680.0,0.7,0.7,6,1
56,1,5,4616.0,0.7,0.7,6,1
56,1,6,4584.0,0.7,0.7,6,1
56,1,7,4573.0,0.7,0.7,6,1
56,1,8,4505.0,0.7,0.7,6,1
56,1,9,4533.0,0.7,0.7,6,1
56,1,10,4646.0,0.7,0.7,6,1
56,2,1,1155.0,0.7,0.7,6,1
56,2,2,4514.0,0.7,0.7,6,1
56,2,3,4517.0,0.7,0.7,6,1
56,2,4,4625.0,0.7,0.7,6,1
56,2,5,4560.0,0.7,0.7,6,1
56,2,6,4502.0,0.7,0.7,6,1
56,2,7,4540.0,0.7,0.7,6,1
56,2,8,4534.0,0.7,0.7,6,1
56,2,9,4464.0,0.7,0.7,6,1
56,2,10,4665.0,0.7,0.7,6,1
57,0,1,1094.0,0.8,0.5,6,1
57,0,2,4955.0,0.8,0.5,6,1
57,0,3,4906.0,0.8,0.5,6,1
57,0,4,4912.0,0.8,0.5,6,1
57,0,5,4975.0,0.8,0.5,6,1
57,0,6,4906.0,0.8,0.5,6,1
57,0,7,4891.0,0.8,0.5,6,1
57,0,8,4936.0,0.8,0.5,6,1
57,0,9,4852.0,0.8,0.5,6,1
57,0,10,4936.0,0.8,0.5,6,1
57,1,1,1065.0,0.8,0.5,6,1
57,1,2,4931.0,0.8,0.5,6,1
57,1,3,4922.0,0.8,0.5,6,1
57,1,4,4858.0,0.8,0.5,6,1
57,1,5,4716.0,0.8,0.5,6,1
57,1,6,4870.0,0.8,0.5,6,1
57,1,7,4963.0,0.8,0.5,6,1
57,1,8,4808.0,0.8,0.5,6,1
57,1,9,4988.0,0.8,0.5,6,1
57,1,10,4952.0,0.8,0.5,6,1
57,2,1,1118.0,0.8,0.5,6,1
57,2,2,4865.0,0.8,0.5,6,1
57,2,3,4873.0,0.8,0.5,6,1
57,2,4,4844.0,0.8,0.5,6,1
57,2,5,4832.0,0.8,0.5,6,1
57,2,6,4965.0,0.8,0.5,6,1
57,2,7,4898.0,0.8,0.5,6,1
57,2,8,4807.0,0.8,0.5,6,1
57,2,9,4806.0,0.8,0.5,6,1
57,2,10,4931.0,0.8,0.5,6,1
58,0,1,1086.0,0.8,0.6,6,1
58,0,2,4908.0,0.8,0.6,6,1
58,0,3,4904.0,0.8,0.6,6,1
58,0,4,4920.0,0.8,0.6,6,1
58,0,5,4893.0,0.8,0.6,6,1
58,0,6,4964.0,0.8,0.6,6,1
58,0,7,4758.0,0.8,0.6,6,1
58,0,8,4908.0,0.8,0.6,6,1
58,0,9,4859.0,0.8,0.6,6,1
58,0,10,4926.0,0.8,0.6,6,1
58,1,1,1106.0,0.8,0.6,6,1
58,1,2,4955.0,0.8,0.6,6,1
58,1,3,4964.0,0.8,0.6,6,1
58,1,4,4929.0,0.8,0.6,6,1
58,1,5,4901.0,0.8,0.6,6,1
58,1,6,4919.0,0.8,0.6,6,1
58,1,7,4936.0,0.8,0.6,6,1
58,1,8,4816.0,0.8,0.6,6,1
58,1,9,4901.0,0.8,0.6,6,1
58,1,10,4743.0,0.8,0.6,6,1
58,2,1,1098.0,0.8,0.6,6,1
58,2,2,4898.0,0.8,0.6,6,1
58,2,3,4922.0,0.8,0.6,6,1
58,2,4,4856.0,0.8,0.6,6,1
58,2,5,4616.0,0.8,0.6,6,1
58,2,6,4838.0,0.8,0.6,6,1
58,2,7,4903.0,0.8,0.6,6,1
58,2,8,4658.0,0.8,0.6,6,1
58,2,9,4852.0,0.8,0.6,6,1
58,2,10,4833.0,0.8,0.6,6,1
59,0,1,1141.0,0.8,0.7,6,1
59,0,2,4721.0,0.8,0.7,6,1
59,0,3,5030.0,0.8,0.7,6,1
59,0,4,4860.0,0.8,0.7,6,1
59,0,5,4792.0,0.8,0.7,6,1
59,0,6,4774.0,0.8,0.7,6,1
59,0,7,4969.0,0.8,0.7,6,1
59,0,8,5006.0,0.8,0.7,6,1
59,0,9,4885.0,0.8,0.7,6,1
59,0,10,4982.0,0.8,0.7,6,1
59,1,1,1097.0,0.8,0.7,6,1
59,1,2,4996.0,0.8,0.7,6,1
59,1,3,4857.0,0.8,0.7,6,1
59,1,4,4794.0,0.8,0.7,6,1
59,1,5,4948.0,0.8,0.7,6,1
59,1,6,4979.0,0.8,0.7,6,1
59,1,7,4876.0,0.8,0.7,6,1
59,1,8,4871.0,0.8,0.7,6,1
59,1,9,4801.0,0.8,0.7,6,1
59,1,10,4859.0,0.8,0.7,6,1
59,2,1,1110.0,0.8,0.7,6,1
59,2,2,4866.0,0.8,0.7,6,1
59,2,3,4860.0,0.8,0.7,6,1
59,2,4,4909.0,0.8,0.7,6,1
59,2,5,4768.0,0.8,0.7,6,1
59,2,6,4941.0,0.8,0.7,6,1
59,2,7,4847.0,0.8,0.7,6,1
59,2,8,4900.0,0.8,0.7,6,1
59,2,9,4843.0,0.8,0.7,6,1
59,2,10,4938.0,0.8,0.7,6,1
60,0,1,1155.0,0.9,0.5,6,1
60,0,2,5368.0,0.9,0.5,6,1
60,0,3,5370.0,0.9,0.5,6,1
60,0,4,5346.0,0.9,0.5,6,1
60,0,5,5301.0,0.9,0.5,6,1
60,0,6,5283.0,0.9,0.5,6,1
60,0,7,5371.0,0.9,0.5,6,1
60,0,8,5348.0,0.9,0.5,6,1
60,0,9,5392.0,0.9,0.5,6,1
60,0,10,5352.0,0.9,0.5,6,1
60,1,1,1129.0,0.9,0.5,6,1
60,1,2,5373.0,0.9,0.5,6,1
60,1,3,5407.0,0.9,0.5,6,1
60,1,4,5301.0,0.9,0.5,6,1
