scenario,run,epoch,total_reward,alpha,beta,r_search,r_wait
20,0,1,2999.0,0.7,0.7,4,3
20,0,2,3008.0,0.7,0.7,4,3
20,0,3,3005.0,0.7,0.7,4,3
20,0,4,3004.0,0.7,0.7,4,3
20,0,5,3004.0,0.7,0.7,4,3
20,0,6,3016.0,0.7,0.7,4,3
20,0,7,3015.0,0.7,0.7,4,3
20,0,8,2997.0,0.7,0.7,4,3
20,0,9,3005.0,0.7,0.7,4,3
20,0,10,3152.0,0.7,0.7,4,3
20,1,1,2995.0,0.7,0.7,4,3
20,1,2,3000.0,0.7,0.7,4,3
20,1,3,3004.0,0.7,0.7,4,3
20,1,4,2995.0,0.7,0.7,4,3
20,1,5,3006.0,0.7,0.7,4,3
20,1,6,3011.0,0.7,0.7,4,3
20,1,7,3117.0,0.7,0.7,4,3
20,1,8,3013.0,0.7,0.7,4,3
20,1,9,3002.0,0.7,0.7,4,3
20,1,10,3033.0,0.7,0.7,4,3
20,2,1,3006.0,0.7,0.7,4,3
20,2,2,3006.0,0.7,0.7,4,3
20,2,3,3009.0,0.7,0.7,4,3
20,2,4,3001.0,0.7,0.7,4,3
20,2,5,2994.0,0.7,0.7,4,3
20,2,6,3004.0,0.7,0.7,4,3
20,2,7,3006.0,0.7,0.7,4,3
20,2,8,2989.0,0.7,0.7,4,3
20,2,9,3112.0,0.7,0.7,4,3
20,2,10,3069.0,0.7,0.7,4,3
21,0,1,3001.0,0.8,0.5,4,3
21,0,2,3010.0,0.8,0.5,4,3
21,0,3,3003.0,0.8,0.5,4,3
21,0,4,3007.0,0.8,0.5,4,3
21,0,5,3019.0,0.8,0.5,4,3
21,0,6,3009.0,0.8,0.5,4,3
21,0,7,3012.0,0.8,0.5,4,3
21,0,8,3379.0,0.8,0.5,4,3
21,0,9,3031.0,0.8,0.5,4,3
21,0,10,3372.0,0.8,0.5,4,3
21,1,1,3005.0,0.8,0.5,4,3
21,1,2,3021.0,0.8,0.5,4,3
21,1,3,3014.0,0.8,0.5,4,3
21,1,4,3009.0,0.8,0.5,4,3
21,1,5,3014.0,0.8,0.5,4,3
21,1,6,3009.0,0.8,0.5,4,3
21,1,7,3010.0,0.8,0.5,4,3
21,1,8,3357.0,0.8,0.5,4,3
21,1,9,3040.0,0.8,0.5,4,3
21,1,10,3035.0,0.8,0.5,4,3
21,2,1,3021.0,0.8,0.5,4,3
21,2,2,3015.0,0.8,0.5,4,3
21,2,3,3012.0,0.8,0.5,4,3
21,2,4,3000.0,0.8,0.5,4,3
21,2,5,3016.0,0.8,0.5,4,3
21,2,6,3007.0,0.8,0.5,4,3
21,2,7,3003.0,0.8,0.5,4,3
21,2,8,3013.0,0.8,0.5,4,3
21,2,9,3015.0,0.8,0.5,4,3
21,2,10,3312.0,0.8,0.5,4,3
22,0,1,3014.0,0.8,0.6,4,3
22,0,2,3014.0,0.8,0.6,4,3
22,0,3,3001.0,0.8,0.6,4,3
22,0,4,3010.0,0.8,0.6,4,3
22,0,5,3018.0,0.8,0.6,4,3
22,0,6,3010.0,0.8,0.6,4,3
22,0,7,3316.0,0.8,0.6,4,3
22,0,8,3326.0,0.8,0.6,4,3
22,0,9,3007.0,0.8,0.6,4,3
22,0,10,3047.0,0.8,0.6,4,3
22,1,1,3013.0,0.8,0.6,4,3
22,1,2,3009.0,0.8,0.6,4,3
22,1,3,3003.0,0.8,0.6,4,3
22,1,4,3007.0,0.8,0.6,4,3
22,1,5,3005.0,0.8,0.6,4,3
22,1,6,3003.0,0.8,0.6,4,3
22,1,7,3288.0,0.8,0.6,4,3
22,1,8,3317.0,0.8,0.6,4,3
22,1,9,3360.0,0.8,0.6,4,3
22,1,10,3024.0,0.8,0.6,4,3
22,2,1,3006.0,0.8,0.6,4,3
22,2,2,3000.0,0.8,0.6,4,3
22,2,3,3017.0,0.8,0.6,4,3
22,2,4,3019.0,0.8,0.6,4,3
22,2,5,3011.0,0.8,0.6,4,3
22,2,6,3396.0,0.8,0.6,4,3
22,2,7,3308.0,0.8,0.6,4,3
22,2,8,3042.0,0.8,0.6,4,3
22,2,9,3287.0,0.8,0.6,4,3
22,2,10,3279.0,0.8,0.6,4,3
23,0,1,3010.0,0.8,0.7,4,3
23,0,2,3011.0,0.8,0.7,4,3
23,0,3,3005.0,0.8,0.7,4,3
23,0,4,2992.0,0.8,0.7,4,3
23,0,5,3019.0,0.8,0.7,4,3
23,0,6,3008.0,0.8,0.7,4,3
23,0,7,3009.0,0.8,0.7,4,3
23,0,8,3338.0,0.8,0.7,4,3
23,0,9,3289.0,0.8,0.7,4,3
23,0,10,3080.0,0.8,0.7,4,3
23,1,1,3009.0,0.8,0.7,4,3
23,1,2,3012.0,0.8,0.7,4,3
23,1,3,3010.0,0.8,0.7,4,3
23,1,4,3007.0,0.8,0.7,4,3
23,1,5,3004.0,0.8,0.7,4,3
23,1,6,3004.0,0.8,0.7,4,3
23,1,7,3373.0,0.8,0.7,4,3
23,1,8,3299.0,0.8,0.7,4,3
23,1,9,3360.0,0.8,0.7,4,3
23,1,10,3011.0,0.8,0.7,4,3
23,2,1,3013.0,0.8,0.7,4,3
23,2,2,3011.0,0.8,0.7,4,3
23,2,3,3018.0,0.8,0.7,4,3
23,2,4,3014.0,0.8,0.7,4,3
23,2,5,3002.0,0.8,0.7,4,3
23,2,6,3007.0,0.8,0.7,4,3
23,2,7,2999.0,0.8,0.7,4,3
23,2,8,3397.0,0.8,0.7,4,3
23,2,9,3330.0,0.8,0.7,4,3
23,2,10,3304.0,0.8,0.7,4,3
24,0,1,3013.0,0.9,0.5,4,3
24,0,2,3021.0,0.9,0.5,4,3
24,0,3,3021.0,0.9,0.5,4,3
24,0,4,3012.0,0.9,0.5,4,3
24,0,5,3011.0,0.9,0.5,4,3
24,0,6,3024.0,0.9,0.5,4,3
24,0,7,3012.0,0.9,0.5,4,3
24,0,8,3018.0,0.9,0.5,4,3
24,0,9,3013.0,0.9,0.5,4,3
24,0,10,3679.0,0.9,0.5,4,3
24,1,1,3021.0,0.9,0.5,4,3
24,1,2,3012.0,0.9,0.5,4,3
24,1,3,3010.0,0.9,0.5,4,3
24,1,4,3016.0,0.9,0.5,4,3
24,1,5,3017.0,0.9,0.5,4,3
24,1,6,3017.0,0.9,0.5,4,3
24,1,7,3011.0,0.9,0.5,4,3
24,1,8,3019.0,0.9,0.5,4,3
24,1,9,3022.0,0.9,0.5,4,3
24,1,10,3015.0,0.9,0.5,4,3
24,2,1,3012.0,0.9,0.5,4,3
24,2,2,3630.0,0.9,0.5,4,3
24,2,3,3642.0,0.9,0.5,4,3
24,2,4,3640.0,0.9,0.5,4,3
24,2,5,3575.0,0.9,0.5,4,3
24,2,6,3095.0,0.9,0.5,4,3
24,2,7,3616.0,0.9,0.5,4,3
24,2,8,3572.0,0.9,0.5,4,3
24,2,9,3680.0,0.9,0.5,4,3
24,2,10,3657.0,0.9,0.5,4,3
25,0,1,3009.0,0.9,0.6,4,3
25,0,2,3022.0,0.9,0.6,4,3
25,0,3,3017.0,0.9,0.6,4,3
25,0,4,3023.0,0.9,0.6,4,3
25,0,5,3007.0,0.9,0.6,4,3
25,0,6,3019.0,0.9,0.6,4,3
25,0,7,3010.0,0.9,0.6,4,3
25,0,8,3016.0,0.9,0.6,4,3
25,0,9,3021.0,0.9,0.6,4,3
25,0,10,3027.0,0.9,0.6,4,3
25,1,1,3025.0,0.9,0.6,4,3
25,1,2,3014.0,0.9,0.6,4,3
25,1,3,3023.0,0.9,0.6,4,3
25,1,4,3014.0,0.9,0.6,4,3
25,1,5,3016.0,0.9,0.6,4,3
25,1,6,3018.0,0.9,0.6,4,3
25,1,7,3026.0,0.9,0.6,4,3
25,1,8,3009.0,0.9,0.6,4,3
25,1,9,3655.0,0.9,0.6,4,3
25,1,10,3602.0,0.9,0.6,4,3
25,2,1,3019.0,0.9,0.6,4,3
25,2,2,3020.0,0.9,0.6,4,3
25,2,3,3014.0,0.9,0.6,4,3
25,2,4,3025.0,0.9,0.6,4,3
25,2,5,3025.0,0.9,0.6,4,3
25,2,6,3018.0,0.9,0.6,4,3
25,2,7,3027.0,0.9,0.6,4,3
25,2,8,3019.0,0.9,0.6,4,3
25,2,9,3017.0,0.9,0.6,4,3
25,2,10,3011.0,0.9,0.6,4,3
26,0,1,3008.0,0.9,0.7,4,3
26,0,2,3019.0,0.9,0.7,4,3
26,0,3,3020.0,0.9,0.7,4,3
26,0,4,3016.0,0.9,0.7,4,3
26,0,5,3025.0,0.9,0.7,4,3
26,0,6,3009.0,0.9,0.7,4,3
26,0,7,3000.0,0.9,0.7,4,3
26,0,8,3640.0,0.9,0.7,4,3
26,0,9,3640.0,0.9,0.7,4,3
26,0,10,3658.0,0.9,0.7,4,3
26,1,1,3024.0,0.9,0.7,4,3
26,1,2,3015.0,0.9,0.7,4,3
26,1,3,3009.0,0.9,0.7,4,3
26,1,4,3013.0,0.9,0.7,4,3
26,1,5,3027.0,0.9,0.7,4,3
26,1,6,3023.0,0.9,0.7,4,3
26,1,7,3012.0,0.9,0.7,4,3
26,1,8,3018.0,0.9,0.7,4,3
26,1,9,3019.0,0.9,0.7,4,3
26,1,10,3015.0,0.9,0.7,4,3
26,2,1,3010.0,0.9,0.7,4,3
26,2,2,3023.0,0.9,0.7,4,3
26,2,3,3013.0,0.9,0.7,4,3
26,2,4,3014.0,0.9,0.7,4,3
26,2,5,3017.0,0.9,0.7,4,3
26,2,6,3010.0,0.9,0.7,4,3
26,2,7,3022.0,0.9,0.7,4,3
26,2,8,3013.0,0.9,0.7,4,3
26,2,9,3626.0,0.9,0.7,4,3
26,2,10,3637.0,0.9,0.7,4,3
27,0,1,1094.0,0.7,0.5,5,1
27,0,2,3747.0,0.7,0.5,5,1
27,0,3,3693.0,0.7,0.5,5,1
27,0,4,3756.0,0.7,0.5,5,1
27,0,5,3650.0,0.7,0.5,5,1
27,0,6,3783.0,0.7,0.5,5,1
27,0,7,3800.0,0.7,0.5,5,1
27,0,8,3826.0,0.7,0.5,5,1
27,0,9,3802.0,0.7,0.5,5,1
27,0,10,3797.0,0.7,0.5,5,1
27,1,1,1053.0,0.7,0.5,5,1
27,1,2,3812.0,0.7,0.5,5,1
27,1,3,3816.0,0.7,0.5,5,1
27,1,4,3827.0,0.7,0.5,5,1
27,1,5,3806.0,0.7,0.5,5,1
27,1,6,3834.0,0.7,0.5,5,1
27,1,7,3815.0,0.7,0.5,5,1
27,1,8,3782.0,0.7,0.5,5,1
27,1,9,3839.0,0.7,0.5,5,1
27,1,10,3780.0,0.7,0.5,5,1
27,2,1,1074.0,0.7,0.5,5,1
27,2,2,3793.0,0.7,0.5,5,1
27,2,3,3849.0,0.7,0.5,5,1
27,2,4,3793.0,0.7,0.5,5,1
27,2,5,3782.0,0.7,0.5,5,1
27,2,6,3734.0,0.7,0.5,5,1
27,2,7,3869.0,0.7,0.5,5,1
27,2,8,3868.0,0.7,0.5,5,1
27,2,9,3828.0,0.7,0.5,5,1
27,2,10,3817.0,0.7,0.5,5,1
28,0,1,1064.0,0.7,0.6,5,1
28,0,2,3722.0,0.7,0.6,5,1
28,0,3,3807.0,0.7,0.6,5,1
28,0,4,3687.0,0.7,0.6,5,1
28,0,5,3776.0,0.7,0.6,5,1
28,0,6,3826.0,0.7,0.6,5,1
28,0,7,3770.0,0.7,0.6,5,1
28,0,8,3783.0,0.7,0.6,5,1
28,0,9,3824.0,0.7,0.6,5,1
28,0,10,3794.0,0.7,0.6,5,1
28,1,1,1096.0,0.7,0.6,5,1
28,1,2,3854.0,0.7,0.6,5,1
28,1,3,3784.0,0.7,0.6,5,1
28,1,4,3736.0,0.7,0.6,5,1
28,1,5,3715.0,0.7,0.6,5,1
28,1,6,3770.0,0.7,0.6,5,1
28,1,7,3794.0,0.7,0.6,5,1
28,1,8,3808.0,0.7,0.6,5,1
28,1,9,3864.0,0.7,0.6,5,1
28,1,10,3771.0,0.7,0.6,5,1
28,2,1,1081.0,0.7,0.6,5,1
28,2,2,3643.0,0.7,0.6,5,1
28,2,3,3742.0,0.7,0.6,5,1
28,2,4,3782.0,0.7,0.6,5,1
28,2,5,3801.0,0.7,0.6,5,1
28,2,6,3639.0,0.7,0.6,5,1
28,2,7,3827.0,0.7,0.6,5,1
28,2,8,3817.0,0.7,0.6,5,1
28,2,9,3763.0,0.7,0.6,5,1
28,2,10,3715.0,0.7,0.6,5,1
29,0,1,1057.0,0.7,0.7,5,1
29,0,2,3742.0,0.7,0.7,5,1
29,0,3,3716.0,0.7,0.7,5,1
29,0,4,3770.0,0.7,0.7,5,1
29,0,5,3711.0,0.7,0.7,5,1
29,0,6,3756.0,0.7,0.7,5,1
29,0,7,3822.0,0.7,0.7,5,1
29,0,8,3819.0,0.7,0.7,5,1
29,0,9,3733.0,0.7,0.7,5,1
29,0,10,3713.0,0.7,0.7,5,1
29,1,1,1085.0,0.7,0.7,5,1
29,1,2,3698.0,0.7,0.7,5,1
29,1,3,3762.0,0.7,0.7,5,1
29,1,4,3814.0,0.7,0.7,5,1
29,1,5,3789.0,0.7,0.7,5,1
29,1,6,3836.0,0.7,0.7,5,1
29,1,7,3758.0,0.7,0.7,5,1
29,1,8,3671.0,0.7,0.7,5,1
29,1,9,3750.0,0.7,0.7,5,1
29,1,10,3740.0,0.7,0.7,5,1
29,2,1,1076.0,0.7,0.7,5,1
29,2,2,3683.0,0.7,0.7,5,1
29,2,3,3806.0,0.7,0.7,5,1
29,2,4,3800.0,0.7,0.7,5,1
29,2,5,3741.0,0.7,0.7,5,1
29,2,6,3863.0,0.7,0.7,5,1
29,2,7,3691.0,0.7,0.7,5,1
29,2,8,3795.0,0.7,0.7,5,1
29,2,9,3755.0,0.7,0.7,5,1
29,2,10,3766.0,0.7,0.7,5,1
30,0,1,1083.0,0.8,0.5,5,1
30,0,2,4039.0,0.8,0.5,5,1
30,0,3,4105.0,0.8,0.5,5,1
30,0,4,4078.0,0.8,0.5,5,1
30,0,5,4046.0,0.8,0.5,5,1
30,0,6,4168.0,0.8,0.5,5,1
30,0,7,4137.0,0.8,0.5,5,1
30,0,8,4044.0,0.8,0.5,5,1
30,0,9,4048.0,0.8,0.5,5,1
30,0,10,4080.0,0.8,0.5,5,1
30,1,1,1096.0,0.8,0.5,5,1
30,1,2,4046.0,0.8,0.5,5,1
30,1,3,4016.0,0.8,0.5,5,1
30,1,4,4063.0,0.8,0.5,5,1
30,1,5,4060.0,0.8,0.5,5,1
30,1,6,4155.0,0.8,0.5,5,1
30,1,7,4119.0,0.8,0.5,5,1
30,1,8,4099.0,0.8,0.5,5,1
30,1,9,4119.0,0.8,0.5,5,1
30,1,10,4196.0,0.8,0.5,5,1
30,2,1,1074.0,0.8,0.5,5,1
30,2,2,4040.0,0.8,0.5,5,1
30,2,3,4169.0,0.8,0.5,5,1
30,2,4,4081.0,0.8,0.5,5,1
30,2,5,4060.0,0.8,0.5,5,1
30,2,6,4023.0,0.8,0.5,5,1
30,2,7,4085.0,0.8,0.5,5,1
30,2,8,4142.0,0.8,0.5,5,1
30,2,9,4069.0,0.8,0.5,5,1
30,2,10,4074.0,0.8,0.5,5,1
31,0,1,1054.0,0.8,0.6,5,1
31,0,2,4128.0,0.8,0.6,5,1
31,0,3,3988.0,0.8,0.6,5,1
31,0,4,4105.0,0.8,0.6,5,1
31,0,5,4149.0,0.8,0.6,5,1
31,0,6,4063.0,0.8,0.6,5,1
31,0,7,4185.0,0.8,0.6,5,1
31,0,8,4083.0,0.8,0.6,5,1
31,0,9,4082.0,0.8,0.6,5,1
31,0,10,4124.0,0.8,0.6,5,1
31,1,1,1073.0,0.8,0.6,5,1
31,1,2,4124.0,0.8,0.6,5,1
31,1,3,4086.0,0.8,0.6,5,1
31,1,4,3981.0,0.8,0.6,5,1
31,1,5,4106.0,0.8,0.6,5,1
31,1,6,4143.0,0.8,0.6,5,1
31,1,7,4094.0,0.8,0.6,5,1
31,1,8,4078.0,0.8,0.6,5,1
31,1,9,4189.0,0.8,0.6,5,1
31,1,10,4027.0,0.8,0.6,5,1
31,2,1,1081.0,0.8,0.6,5,1
31,2,2,4044.0,0.8,0.6,5,1
31,2,3,4198.0,0.8,0.6,5,1
31,2,4,4086.0,0.8,0.6,5,1
31,2,5,4162.0,0.8,0.6,5,1
31,2,6,4064.0,0.8,0.6,5,1
31,2,7,4045.0,0.8,0.6,5,1
31,2,8,4095.0,0.8,0.6,5,1
31,2,9,4063.0,0.8,0.6,5,1
31,2,10,4085.0,0.8,0.6,5,1
32,0,1,1069.0,0.8,0.7,5,1
32,0,2,4126.0,0.8,0.7,5,1
32,0,3,4217.0,0.8,0.7,5,1
32,0,4,3990.0,0.8,0.7,5,1
32,0,5,4079.0,0.8,0.7,5,1
32,0,6,4047.0,0.8,0.7,5,1
32,0,7,4094.0,0.8,0.7,5,1
32,0,8,4018.0,0.8,0.7,5,1
32,0,9,4140.0,0.8,0.7,5,1
32,0,10,4058.0,0.8,0.7,5,1
32,1,1,1081.0,0.8,0.7,5,1
32,1,2,4078.0,0.8,0.7,5,1
32,1,3,4121.0,0.8,0.7,5,1
32,1,4,4057.0,0.8,0.7,5,1
32,1,5,4138.0,0.8,0.7,5,1
32,1,6,4061.0,0.8,0.7,5,1
32,1,7,4176.0,0.8,0.7,5,1
32,1,8,3976.0,0.8,0.7,5,1
32,1,9,3937.0,0.8,0.7,5,1
32,1,10,4166.0,0.8,0.7,5,1
32,2,1,1069.0,0.8,0.7,5,1
32,2,2,3947.0,0.8,0.7,5,1
32,2,3,3961.0,0.8,0.7,5,1
32,2,4,4111.0,0.8,0.7,5,1
32,2,5,3946.0,0.8,0.7,5,1
32,2,6,3952.0,0.8,0.7,5,1
32,2,7,4077.0,0.8,0.7,5,1
32,2,8,4132.0,0.8,0.7,5,1
32,2,9,4109.0,0.8,0.7,5,1
32,2,10,4114.0,0.8,0.7,5,1
33,0,1,1087.0,0.9,0.5,5,1
33,0,2,4412.0,0.9,0.5,5,1
33,0,3,4487.0,0.9,0.5,5,1
33,0,4,4464.0,0.9,0.5,5,1
33,0,5,4472.0,0.9,0.5,5,1
33,0,6,4395.0,0.9,0.5,5,1
33,0,7,4456.0,0.9,0.5,5,1
33,0,8,4426.0,0.9,0.5,5,1
33,0,9,4521.0,0.9,0.5,5,1
33,0,10,4503.0,0.9,0.5,5,1
33,1,1,1101.0,0.9,0.5,5,1
33,1,2,4522.0,0.9,0.5,5,1
33,1,3,4449.0,0.9,0.5,5,1
33,1,4,4451.0,0.9,0.5,5,1
33,1,5,4479.0,0.9,0.5,5,1
33,1,6,4496.0,0.9,0.5,5,1
33,1,7,4423.0,0.9,0.5,5,1
33,1,8,4540.0,0.9,0.5,5,1
33,1,9,4506.0,0.9,0.5,5,1
33,1,10,4527.0,0.9,0.5,5,1
33,2,1,1109.0,0.9,0.5,5,1
33,2,2,4521.0,0.9,0.5,5,1
33,2,3,4492.0,0.9,0.5,5,1
33,2,4,4524.0,0.9,0.5,5,1
33,2,5,4334.0,0.9,0.5,5,1
33,2,6,4434.0,0.9,0.5,5,1
33,2,7,4453.0,0.9,0.5,5,1
33,2,8,4455.0,0.9,0.5,5,1
33,2,9,4486.0,0.9,0.5,5,1
33,2,10,4415.0,0.9,0.5,5,1
34,0,1,1084.0,0.9,0.6,5,1
34,0,2,4416.0,0.9,0.6,5,1
34,0,3,4521.0,0.9,0.6,5,1
34,0,4,4462.0,0.9,0.6,5,1
34,0,5,4443.0,0.9,0.6,5,1
34,0,6,4375.0,0.9,0.6,5,1
34,0,7,4448.0,0.9,0.6,5,1
34,0,8,4474.0,0.9,0.6,5,1
34,0,9,4502.0,0.9,0.6,5,1
34,0,10,4489.0,0.9,0.6,5,1
34,1,1,1092.0,0.9,0.6,5,1
34,1,2,4437.0,0.9,0.6,5,1
34,1,3,4466.0,0.9,0.6,5,1
34,1,4,4531.0,0.9,0.6,5,1
34,1,5,4514.0,0.9,0.6,5,1
34,1,6,4493.0,0.9,0.6,5,1
34,1,7,4444.0,0.9,0.6,5,1
34,1,8,4409.0,0.9,0.6,5,1
34,1,9,4349.0,0.9,0.6,5,1
34,1,10,4455.0,0.9,0.6,5,1
34,2,1,1090.0,0.9,0.6,5,1
34,2,2,4483.0,0.9,0.6,5,1
34,2,3,4527.0,0.9,0.6,5,1
34,2,4,4446.0,0.9,0.6,5,1
34,2,5,4468.0,0.9,0.6,5,1
34,2,6,4461.0,0.9,0.6,5,1
34,2,7,4477.0,0.9,0.6,5,1
34,2,8,4455.0,0.9,0.6,5,1
34,2,9,4439.0,0.9,0.6,5,1
34,2,10,4379.0,0.9,0.6,5,1
35,0,1,1098.0,0.9,0.7,5,1
35,0,2,4489.0,0.9,0.7,5,1
35,0,3,4518.0,0.9,0.7,5,1
35,0,4,4422.0,0.9,0.7,5,1
35,0,5,4371.0,0.9,0.7,5,1
35,0,6,4446.0,0.9,0.7,5,1
35,0,7,4447.0,0.9,0.7,5,1
35,0,8,4428.0,0.9,0.7,5,1
35,0,9,4439.0,0.9,0.7,5,1
35,0,10,4484.0,0.9,0.7,5,1
35,1,1,1075.0,0.9,0.7,5,1
35,1,2,4457.0,0.9,0.7,5,1
35,1,3,4456.0,0.9,0.7,5,1
35,1,4,4525.0,0.9,0.7,5,1
35,1,5,4473.0,0.9,0.7,5,1
35,1,6,4472.0,0.9,0.7,5,1
35,1,7,4505.0,0.9,0.7,5,1
35,1,8,4497.0,0.9,0.7,5,1
35,1,9,4514.0,0.9,0.7,5,1
35,1,10,4482.0,0.9,0.7,5,1
35,2,1,1114.0,0.9,0.7,5,1
35,2,2,4471.0,0.9,0.7,5,1
35,2,3,4459.0,0.9,0.7,5,1
35,2,4,4492.0,0.9,0.7,5,1
35,2,5,4377.0,0.9,0.7,5,1
35,2,6,4449.0,0.9,0.7,5,1
35,2,7,4512.0,0.9,0.7,5,1
35,2,8,4519.0,0.9,0.7,5,1
35,2,9,4294.0,0.9,0.7,5,1
35,2,10,4470.0,0.9,0.7,5,1
36,0,1,2030.0,0.7,0.5,5,2
36,0,2,3775.0,0.7,0.5,5,2
36,0,3,3734.0,0.7,0.5,5,2
36,0,4,3752.0,0.7,0.5,5,2
36,0,5,3716.0,0.7,0.5,5,2
36,0,6,3826.0,0.7,0.5,5,2
36,0,7,3773.0,0.7,0.5,5,2
36,0,8,3804.0,0.7,0.5,5,2
36,0,9,3798.0,0.7,0.5,5,2
36,0,10,3816.0,0.7,0.5,5,2
36,1,1,2048.0,0.7,0.5,5,2
36,1,2,3768.0,0.7,0.5,5,2
36,1,3,3790.0,0.7,0.5,5,2
36,1,4,3770.0,0.7,0.5,5,2
36,1,5,3769.0,0.7,0.5,5,2
36,1,6,3759.0,0.7,0.5,5,2
36,1,7,3824.0,0.7,0.5,5,2
36,1,8,3775.0,0.7,0.5,5,2
36,1,9,3816.0,0.7,0.5,5,2
36,1,10,3905.0,0.7,0.5,5,2
36,2,1,2047.0,0.7,0.5,5,2
36,2,2,3790.0,0.7,0.5,5,2
36,2,3,3818.0,0.7,0.5,5,2
36,2,4,3872.0,0.7,0.5,5,2
36,2,5,3825.0,0.7,0.5,5,2
36,2,6,3794.0,0.7,0.5,5,2
36,2,7,3840.0,0.7,0.5,5,2
36,2,8,3762.0,0.7,0.5,5,2
36,2,9,3859.0,0.7,0.5,5,2
36,2,10,3865.0,0.7,0.5,5,2
37,0,1,2042.0,0.7,0.6,5,2
37,0,2,3830.0,0.7,0.6,5,2
37,0,3,3833.0,0.7,0.6,5,2
37,0,4,3823.0,0.7,0.6,5,2
37,0,5,3806.0,0.7,0.6,5,2
37,0,6,3768.0,0.7,0.6,5,2
37,0,7,3832.0,0.7,0.6,5,2
37,0,8,3859.0,0.7,0.6,5,2
37,0,9,3768.0,0.7,0.6,5,2
37,0,10,3830.0,0.7,0.6,5,2
37,1,1,2059.0,0.7,0.6,5,2
37,1,2,2066.0,0.7,0.6,5,2
37,1,3,2065.0,0.7,0.6,5,2
37,1,4,2067.0,0.7,0.6,5,2
37,1,5,3786.0,0.7,0.6,5,2
37,1,6,3763.0,0.7,0.6,5,2
37,1,7,3935.0,0.7,0.6,5,2
37,1,8,3856.0,0.7,0.6,5,2
37,1,9,3931.0,0.7,0.6,5,2
37,1,10,3868.0,0.7,0.6,5,2
37,2,1,2056.0,0.7,0.6,5,2
37,2,2,3509.0,0.7,0.6,5,2
37,2,3,3740.0,0.7,0.6,5,2
37,2,4,3780.0,0.7,0.6,5,2
37,2,5,3891.0,0.7,0.6,5,2
37,2,6,3720.0,0.7,0.6,5,2
37,2,7,3794.0,0.7,0.6,5,2
37,2,8,3850.0,0.7,0.6,5,2
37,2,9,3939.0,0.7,0.6,5,2
37,2,10,3769.0,0.7,0.6,5,2
38,0,1,2063.0,0.7,0.7,5,2
38,0,2,3745.0,0.7,0.7,5,2
38,0,3,3854.0,0.7,0.7,5,2
38,0,4,3783.0,0.7,0.7,5,2
38,0,5,3866.0,0.7,0.7,5,2
38,0,6,3689.0,0.7,0.7,5,2
38,0,7,3876.0,0.7,0.7,5,2
38,0,8,3805.0,0.7,0.7,5,2
38,0,9,3768.0,0.7,0.7,5,2
38,0,10,3802.0,0.7,0.7,5,2
38,1,1,2044.0,0.7,0.7,5,2
38,1,2,3730.0,0.7,0.7,5,2
38,1,3,3690.0,0.7,0.7,5,2
38,1,4,3857.0,0.7,0.7,5,2
38,1,5,3766.0,0.7,0.7,5,2
38,1,6,3778.0,0.7,0.7,5,2
38,1,7,3910.0,0.7,0.7,5,2
38,1,8,3795.0,0.7,0.7,5,2
38,1,9,3789.0,0.7,0.7,5,2
38,1,10,3870.0,0.7,0.7,5,2
38,2,1,2037.0,0.7,0.7,5,2
38,2,2,3842.0,0.7,0.7,5,2
38,2,3,3879.0,0.7,0.7,5,2
38,2,4,3895.0,0.7,0.7,5,2
38,2,5,3754.0,0.7,0.7,5,2
38,2,6,3761.0,0.7,0.7,5,2
38,2,7,3797.0,0.7,0.7,5,2
38,2,8,3708.0,0.7,0.7,5,2
38,2,9,3790.0,0.7,0.7,5,2
38,2,10,3867.0,0.7,0.7,5,2
39,0,1,2058.0,0.8,0.5,5,2
39,0,2,2074.0,0.8,0.5,5,2
39,0,3,2042.0,0.8,0.5,5,2
39,0,4,4069.0,0.8,0.5,5,2
39,0,5,4098.0,0.8,0.5,5,2
39,0,6,4154.0,0.8,0.5,5,2
39,0,7,4135.0,0.8,0.5,5,2
39,0,8,4111.0,0.8,0.5,5,2
39,0,9,4169.0,0.8,0.5,5,2
39,0,10,4068.0,0.8,0.5,5,2
39,1,1,2057.0,0.8,0.5,5,2
39,1,2,4133.0,0.8,0.5,5,2
39,1,3,4132.0,0.8,0.5,5,2
39,1,4,4000.0,0.8,0.5,5,2
39,1,5,4117.0,0.8,0.5,5,2
39,1,6,4061.0,0.8,0.5,5,2
39,1,7,4138.0,0.8,0.5,5,2
39,1,8,4080.0,0.8,0.5,5,2
39,1,9,4031.0,0.8,0.5,5,2
39,1,10,4159.0,0.8,0.5,5,2
39,2,1,2069.0,0.8,0.5,5,2
39,2,2,2059.0,0.8,0.5,5,2
39,2,3,4109.0,0.8,0.5,5,2
39,2,4,4150.0,0.8,0.5,5,2
39,2,5,4105.0,0.8,0.5,5,2
39,2,6,4030.0,0.8,0.5,5,2
39,2,7,4177.0,0.8,0.5,5,2
39,2,8,4139.0,0.8,0.5,5,2
39,2,9,4239.0,0.8,0.5,5,2
39,2,10,4119.0,0.8,0.5,5,2
40,0,1,2043.0,0.8,0.6,5,2
40,0,2,4084.0,0.8,0.6,5,2
40,0,3,4118.0,0.8,0.6,5,2
40,0,4,4151.0,0.8,0.6,5,2
40,0,5,4110.0,0.8,0.6,5,2
40,0,6,4149.0,0.8,0.6,5,2
40,0,7,4051.0,0.8,0.6,5,2
